Transaction_ID,User_ID,User_Role,Book_ID,Book_Title,Book_Category,Branch_Location,Borrow_Date,Return_Date,Borrow_Duration_Days,Overdue_Status,Renewal_Count,Available_Copies_At_Borrow,Reservation_Status,Month,Year
TXN_20250155,USR_1086,Student,BK_404,The Silk Roads: A New History of the World,History & Biography,Main Campus Library,2025-03-07,2025-03-22,15,1,0,2,No Reservation,Mar 2025,2025
TXN_20250156,USR_1054,Student,BK_401,Sapiens: A Brief History of Humankind,History & Biography,Engineering Branch,2025-03-07,2025-03-17,10,0,0,1,No Reservation,Mar 2025,2025
TXN_20250157,USR_1035,Staff,BK_205,Pattern Recognition and Machine Learning,Data Science & Statistics,Main Campus Library,2025-03-08,2025-03-30,22,0,0,3,No Reservation,Mar 2025,2025
TXN_20250158,USR_1095,Student,BK_203,Hands-On Machine Learning,Data Science & Statistics,Science & Tech Annex,2025-03-08,2025-03-24,16,0,0,3,No Reservation,Mar 2025,2025
TXN_20250159,USR_1030,Student,BK_302,1984,Fiction & Literature,Engineering Branch,2025-03-08,2025-03-20,12,0,0,4,No Reservation,Mar 2025,2025
TXN_20250160,USR_1028,Student,BK_204,Storytelling with Data,Data Science & Statistics,Main Campus Library,2025-03-08,2025-03-23,15,0,0,0,Reserved,Mar 2025,2025
TXN_20250161,USR_1091,Student,BK_203,Hands-On Machine Learning,Data Science & Statistics,Main Campus Library,2025-03-09,2025-03-15,6,0,1,2,No Reservation,Mar 2025,2025
TXN_20250162,USR_1038,Research Scholar,BK_401,Sapiens: A Brief History of Humankind,History & Biography,Engineering Branch,2025-03-09,2025-04-07,29,0,0,3,No Reservation,Mar 2025,2025
TXN_20250163,USR_1057,Student,BK_403,"Guns, Germs, and Steel",History & Biography,Main Campus Library,2025-03-10,2025-03-26,16,0,0,8,No Reservation,Mar 2025,2025
TXN_20250164,USR_1001,Student,BK_503,Atomic Habits,Business & Economics,Science & Tech Annex,2025-03-11,2025-03-29,18,0,1,4,No Reservation,Mar 2025,2025
TXN_20250165,USR_1051,Faculty,BK_303,The Great Gatsby,Fiction & Literature,Main Campus Library,2025-03-11,2025-04-21,41,0,0,5,No Reservation,Mar 2025,2025
TXN_20250166,USR_1012,Student,BK_103,Clean Code: A Handbook of Agile Software,Computer Science & AI,Engineering Branch,2025-03-13,2025-04-03,21,0,1,4,No Reservation,Mar 2025,2025
TXN_20250167,USR_1031,Research Scholar,BK_103,Clean Code: A Handbook of Agile Software,Computer Science & AI,Engineering Branch,2025-03-13,2025-04-07,25,0,0,3,Reserved,Mar 2025,2025
TXN_20250168,USR_1030,Student,BK_102,Designing Data-Intensive Applications,Computer Science & AI,Engineering Branch,2025-03-14,2025-03-30,16,0,0,3,No Reservation,Mar 2025,2025
TXN_20250169,USR_1024,Student,BK_105,Introduction to Algorithms (CLRS),Computer Science & AI,Engineering Branch,2025-03-14,2025-03-30,16,1,1,3,No Reservation,Mar 2025,2025
TXN_20250170,USR_1031,Research Scholar,BK_603,Calculus: Early Transcendentals,Science & Engineering,Management Library,2025-03-15,2025-04-17,33,1,1,4,No Reservation,Mar 2025,2025
TXN_20250171,USR_1086,Student,BK_501,The Intelligent Investor,Business & Economics,Science & Tech Annex,2025-03-15,2025-03-23,8,0,0,2,No Reservation,Mar 2025,2025
TXN_20250172,USR_1069,Student,BK_502,Zero to One,Business & Economics,Main Campus Library,2025-03-15,2025-03-27,12,0,1,3,No Reservation,Mar 2025,2025
TXN_20250173,USR_1081,Faculty,BK_205,Pattern Recognition and Machine Learning,Data Science & Statistics,Main Campus Library,2025-03-17,2025-04-17,31,0,0,1,No Reservation,Mar 2025,2025
TXN_20250174,USR_1009,Faculty,BK_106,Operating System Concepts,Computer Science & AI,Science & Tech Annex,2025-03-18,2025-04-24,37,0,0,3,No Reservation,Mar 2025,2025
TXN_20250175,USR_1035,Staff,BK_402,Steve Jobs,History & Biography,Main Campus Library,2025-03-18,2025-04-05,18,0,0,3,No Reservation,Mar 2025,2025
TXN_20250176,USR_1031,Research Scholar,BK_604,Microelectronic Circuits,Science & Engineering,Engineering Branch,2025-03-18,2025-04-18,31,0,0,3,No Reservation,Mar 2025,2025
TXN_20250177,USR_1015,Staff,BK_102,Designing Data-Intensive Applications,Computer Science & AI,Science & Tech Annex,2025-03-19,2025-04-15,27,0,1,0,Reserved,Mar 2025,2025
TXN_20250178,USR_1079,Faculty,BK_503,Atomic Habits,Business & Economics,Main Campus Library,2025-03-19,2025-04-04,16,0,0,4,Reserved,Mar 2025,2025
TXN_20250179,USR_1004,Student,BK_603,Calculus: Early Transcendentals,Science & Engineering,Engineering Branch,2025-03-19,2025-04-09,21,0,0,2,Reserved,Mar 2025,2025
TXN_20250180,USR_1027,Student,BK_104,Artificial Intelligence: A Modern Approach,Computer Science & AI,Main Campus Library,2025-03-20,2025-04-06,17,0,0,1,No Reservation,Mar 2025,2025
TXN_20250181,USR_1043,Faculty,BK_404,The Silk Roads: A New History of the World,History & Biography,Main Campus Library,2025-03-20,2025-04-13,24,0,0,0,Reserved,Mar 2025,2025
TXN_20250182,USR_1087,Student,BK_604,Microelectronic Circuits,Science & Engineering,Main Campus Library,2025-03-20,2025-04-07,18,0,1,4,No Reservation,Mar 2025,2025
TXN_20250183,USR_1001,Student,BK_204,Storytelling with Data,Data Science & Statistics,Engineering Branch,2025-03-21,2025-03-31,10,0,0,0,Reserved,Mar 2025,2025
TXN_20250184,USR_1069,Student,BK_505,Principles for Navigating Big Debt Crises,Business & Economics,Engineering Branch,2025-03-21,2025-03-30,9,0,2,4,No Reservation,Mar 2025,2025
TXN_20250185,USR_1030,Student,BK_202,Practical Statistics for Data Scientists,Data Science & Statistics,Main Campus Library,2025-03-21,2025-04-06,16,0,1,3,No Reservation,Mar 2025,2025
TXN_20250186,USR_1047,Faculty,BK_203,Hands-On Machine Learning,Data Science & Statistics,Science & Tech Annex,2025-03-22,2025-04-27,36,0,0,3,No Reservation,Mar 2025,2025
TXN_20250187,USR_1010,Student,BK_505,Principles for Navigating Big Debt Crises,Business & Economics,Science & Tech Annex,2025-03-22,2025-04-05,14,0,1,2,No Reservation,Mar 2025,2025
TXN_20250188,USR_1061,Student,BK_601,University Physics with Modern Physics,Science & Engineering,Main Campus Library,2025-03-23,2025-04-13,21,0,1,2,No Reservation,Mar 2025,2025
TXN_20250189,USR_1031,Research Scholar,BK_204,Storytelling with Data,Data Science & Statistics,Main Campus Library,2025-03-23,2025-04-07,15,0,2,0,Reserved,Mar 2025,2025
TXN_20250190,USR_1047,Faculty,BK_101,Deep Learning with Python,Computer Science & AI,Main Campus Library,2025-03-23,2025-04-10,18,0,0,1,No Reservation,Mar 2025,2025
TXN_20250191,USR_1074,Student,BK_304,Pride and Prejudice,Fiction & Literature,Engineering Branch,2025-03-23,2025-04-09,17,0,0,3,No Reservation,Mar 2025,2025
TXN_20250192,USR_1087,Student,BK_405,Churchill: A Life,History & Biography,Main Campus Library,2025-03-24,2025-03-31,7,1,0,3,Reserved,Mar 2025,2025
TXN_20250193,USR_1058,Student,BK_201,Python for Data Analysis,Data Science & Statistics,Main Campus Library,2025-03-24,2025-04-06,13,0,0,3,Reserved,Mar 2025,2025
TXN_20250194,USR_1009,Faculty,BK_502,Zero to One,Business & Economics,Engineering Branch,2025-03-25,2025-04-08,14,0,0,2,No Reservation,Mar 2025,2025
TXN_20250195,USR_1038,Research Scholar,BK_104,Artificial Intelligence: A Modern Approach,Computer Science & AI,Main Campus Library,2025-03-25,2025-04-27,33,0,0,1,No Reservation,Mar 2025,2025
TXN_20250196,USR_1030,Student,BK_203,Hands-On Machine Learning,Data Science & Statistics,Management Library,2025-03-26,2025-04-07,12,0,0,5,Reserved,Mar 2025,2025
TXN_20250197,USR_1070,Faculty,BK_204,Storytelling with Data,Data Science & Statistics,Engineering Branch,2025-03-27,2025-04-26,30,0,0,4,No Reservation,Mar 2025,2025
TXN_20250198,USR_1074,Student,BK_202,Practical Statistics for Data Scientists,Data Science & Statistics,Main Campus Library,2025-03-28,2025-04-10,13,0,0,2,No Reservation,Mar 2025,2025
TXN_20250199,USR_1055,Student,BK_301,To Kill a Mockingbird,Fiction & Literature,Science & Tech Annex,2025-03-31,2025-04-11,11,1,1,3,No Reservation,Mar 2025,2025
TXN_20250200,USR_1043,Faculty,BK_101,Deep Learning with Python,Computer Science & AI,Engineering Branch,2025-03-31,2025-05-14,44,0,0,1,No Reservation,Mar 2025,2025
TXN_20250201,USR_1020,Student,BK_302,1984,Fiction & Literature,Science & Tech Annex,2025-03-31,2025-04-05,5,1,2,0,Reserved,Mar 2025,2025
TXN_20250202,USR_1031,Research Scholar,BK_403,"Guns, Germs, and Steel",History & Biography,Main Campus Library,2025-04-01,2025-04-11,10,0,1,1,Reserved,Apr 2025,2025
TXN_20250203,USR_1044,Research Scholar,BK_604,Microelectronic Circuits,Science & Engineering,Main Campus Library,2025-04-01,2025-04-12,11,0,0,4,Reserved,Apr 2025,2025
TXN_20250204,USR_1048,Student,BK_102,Designing Data-Intensive Applications,Computer Science & AI,Engineering Branch,2025-04-01,2025-04-14,13,0,1,4,No Reservation,Apr 2025,2025
TXN_20250205,USR_1003,Student,BK_505,Principles for Navigating Big Debt Crises,Business & Economics,Engineering Branch,2025-04-01,2025-04-20,19,0,0,1,Reserved,Apr 2025,2025
TXN_20250206,USR_1063,Staff,BK_104,Artificial Intelligence: A Modern Approach,Computer Science & AI,Engineering Branch,2025-04-01,2025-04-17,16,0,0,3,No Reservation,Apr 2025,2025
TXN_20250207,USR_1030,Student,BK_101,Deep Learning with Python,Computer Science & AI,Engineering Branch,2025-04-02,2025-04-22,20,0,0,2,No Reservation,Apr 2025,2025
TXN_20250208,USR_1054,Student,BK_202,Practical Statistics for Data Scientists,Data Science & Statistics,Main Campus Library,2025-04-02,2025-04-07,5,1,3,4,No Reservation,Apr 2025,2025
TXN_20250209,USR_1056,Student,BK_105,Introduction to Algorithms (CLRS),Computer Science & AI,Science & Tech Annex,2025-04-02,2025-04-15,13,0,0,0,Reserved,Apr 2025,2025
TXN_20250210,USR_1043,Faculty,BK_501,The Intelligent Investor,Business & Economics,Management Library,2025-04-03,2025-04-22,19,0,0,0,Reserved,Apr 2025,2025
TXN_20250211,USR_1063,Staff,BK_104,Artificial Intelligence: A Modern Approach,Computer Science & AI,Main Campus Library,2025-04-03,2025-04-28,25,0,0,3,No Reservation,Apr 2025,2025
TXN_20250212,USR_1054,Student,BK_205,Pattern Recognition and Machine Learning,Data Science & Statistics,Main Campus Library,2025-04-03,2025-04-19,16,0,0,1,Reserved,Apr 2025,2025
TXN_20250213,USR_1076,Student,BK_402,Steve Jobs,History & Biography,Management Library,2025-04-03,2025-04-15,12,0,1,2,No Reservation,Apr 2025,2025
TXN_20250214,USR_1031,Research Scholar,BK_106,Operating System Concepts,Computer Science & AI,Engineering Branch,2025-04-04,2025-04-27,23,0,0,0,Reserved,Apr 2025,2025
TXN_20250215,USR_1030,Student,BK_106,Operating System Concepts,Computer Science & AI,Main Campus Library,2025-04-04,2025-04-23,19,0,0,0,Reserved,Apr 2025,2025
TXN_20250216,USR_1030,Student,BK_203,Hands-On Machine Learning,Data Science & Statistics,Main Campus Library,2025-04-04,2025-04-21,17,0,0,5,No Reservation,Apr 2025,2025
TXN_20250217,USR_1041,Student,BK_402,Steve Jobs,History & Biography,Main Campus Library,2025-04-04,2025-04-11,7,0,0,5,No Reservation,Apr 2025,2025
TXN_20250218,USR_1081,Faculty,BK_106,Operating System Concepts,Computer Science & AI,Science & Tech Annex,2025-04-04,2025-04-29,25,0,0,1,No Reservation,Apr 2025,2025
TXN_20250219,USR_1027,Student,BK_402,Steve Jobs,History & Biography,Main Campus Library,2025-04-05,2025-04-24,19,0,0,4,No Reservation,Apr 2025,2025
TXN_20250220,USR_1089,Student,BK_105,Introduction to Algorithms (CLRS),Computer Science & AI,Main Campus Library,2025-04-05,2025-04-14,9,0,0,5,No Reservation,Apr 2025,2025
TXN_20250221,USR_1018,Faculty,BK_102,Designing Data-Intensive Applications,Computer Science & AI,Main Campus Library,2025-04-05,2025-05-11,36,0,1,2,No Reservation,Apr 2025,2025
TXN_20250222,USR_1044,Research Scholar,BK_303,The Great Gatsby,Fiction & Literature,Main Campus Library,2025-04-06,2025-04-21,15,0,0,3,No Reservation,Apr 2025,2025
TXN_20250223,USR_1047,Faculty,BK_403,"Guns, Germs, and Steel",History & Biography,Main Campus Library,2025-04-06,2025-04-24,18,0,0,2,No Reservation,Apr 2025,2025
TXN_20250224,USR_1012,Student,BK_201,Python for Data Analysis,Data Science & Statistics,Management Library,2025-04-06,2025-04-20,14,1,0,2,No Reservation,Apr 2025,2025
TXN_20250225,USR_1017,Student,BK_504,"Thinking, Fast and Slow",Business & Economics,Main Campus Library,2025-04-06,2025-04-25,19,0,0,1,No Reservation,Apr 2025,2025
TXN_20250226,USR_1056,Student,BK_402,Steve Jobs,History & Biography,Main Campus Library,2025-04-07,2025-04-23,16,0,0,3,No Reservation,Apr 2025,2025
TXN_20250227,USR_1069,Student,BK_402,Steve Jobs,History & Biography,Main Campus Library,2025-04-07,2025-04-13,6,0,0,3,No Reservation,Apr 2025,2025
TXN_20250228,USR_1029,Faculty,BK_403,"Guns, Germs, and Steel",History & Biography,Main Campus Library,2025-04-09,2025-05-18,39,1,0,0,Reserved,Apr 2025,2025
TXN_20250229,USR_1009,Faculty,BK_602,Linear Algebra and Its Applications,Science & Engineering,Engineering Branch,2025-04-09,2025-05-17,38,0,1,1,No Reservation,Apr 2025,2025
TXN_20250230,USR_1027,Student,BK_105,Introduction to Algorithms (CLRS),Computer Science & AI,Main Campus Library,2025-04-10,2025-04-26,16,0,2,0,Reserved,Apr 2025,2025
TXN_20250231,USR_1030,Student,BK_305,Dune,Fiction & Literature,Main Campus Library,2025-04-10,2025-04-27,17,0,1,2,No Reservation,Apr 2025,2025
TXN_20250232,USR_1030,Student,BK_605,Signals and Systems,Science & Engineering,Engineering Branch,2025-04-10,2025-04-23,13,0,0,5,No Reservation,Apr 2025,2025
TXN_20250233,USR_1012,Student,BK_201,Python for Data Analysis,Data Science & Statistics,Main Campus Library,2025-04-11,2025-05-01,20,0,0,1,No Reservation,Apr 2025,2025
TXN_20250234,USR_1079,Faculty,BK_103,Clean Code: A Handbook of Agile Software,Computer Science & AI,Main Campus Library,2025-04-12,2025-04-28,16,0,1,4,Reserved,Apr 2025,2025
TXN_20250235,USR_1001,Student,BK_303,The Great Gatsby,Fiction & Literature,Management Library,2025-04-12,2025-04-19,7,0,0,3,No Reservation,Apr 2025,2025
TXN_20250236,USR_1063,Staff,BK_403,"Guns, Germs, and Steel",History & Biography,Engineering Branch,2025-04-13,2025-04-23,10,0,1,1,Reserved,Apr 2025,2025
TXN_20250237,USR_1063,Staff,BK_105,Introduction to Algorithms (CLRS),Computer Science & AI,Engineering Branch,2025-04-13,2025-05-03,20,0,0,1,No Reservation,Apr 2025,2025
TXN_20250238,USR_1028,Student,BK_202,Practical Statistics for Data Scientists,Data Science & Statistics,Main Campus Library,2025-04-13,2025-04-18,5,0,0,3,Reserved,Apr 2025,2025
TXN_20250239,USR_1012,Student,BK_303,The Great Gatsby,Fiction & Literature,Engineering Branch,2025-04-14,2025-05-01,17,0,0,1,No Reservation,Apr 2025,2025
TXN_20250240,USR_1036,Student,BK_201,Python for Data Analysis,Data Science & Statistics,Engineering Branch,2025-04-14,2025-04-24,10,0,0,0,Reserved,Apr 2025,2025
TXN_20250241,USR_1011,Student,BK_403,"Guns, Germs, and Steel",History & Biography,Main Campus Library,2025-04-14,2025-04-24,10,0,0,2,Reserved,Apr 2025,2025
TXN_20250242,USR_1001,Student,BK_106,Operating System Concepts,Computer Science & AI,Management Library,2025-04-15,2025-04-26,11,0,1,1,No Reservation,Apr 2025,2025
TXN_20250243,USR_1088,Student,BK_504,"Thinking, Fast and Slow",Business & Economics,Engineering Branch,2025-04-15,2025-04-26,11,0,1,2,No Reservation,Apr 2025,2025
TXN_20250244,USR_1001,Student,BK_104,Artificial Intelligence: A Modern Approach,Computer Science & AI,Main Campus Library,2025-04-15,2025-05-04,19,0,2,2,No Reservation,Apr 2025,2025
TXN_20250245,USR_1001,Student,BK_105,Introduction to Algorithms (CLRS),Computer Science & AI,Management Library,2025-04-15,2025-04-25,10,1,1,4,No Reservation,Apr 2025,2025
TXN_20250246,USR_1011,Student,BK_501,The Intelligent Investor,Business & Economics,Main Campus Library,2025-04-15,2025-05-01,16,0,1,3,No Reservation,Apr 2025,2025
TXN_20250247,USR_1063,Staff,BK_103,Clean Code: A Handbook of Agile Software,Computer Science & AI,Main Campus Library,2025-04-16,2025-04-26,10,0,0,2,No Reservation,Apr 2025,2025
TXN_20250248,USR_1079,Faculty,BK_602,Linear Algebra and Its Applications,Science & Engineering,Main Campus Library,2025-04-16,2025-05-23,37,0,0,5,Reserved,Apr 2025,2025
TXN_20250249,USR_1079,Faculty,BK_503,Atomic Habits,Business & Economics,Engineering Branch,2025-04-16,2025-05-29,43,1,0,3,No Reservation,Apr 2025,2025
TXN_20250250,USR_1009,Faculty,BK_102,Designing Data-Intensive Applications,Computer Science & AI,Main Campus Library,2025-04-16,2025-05-06,20,0,0,2,No Reservation,Apr 2025,2025
TXN_20250251,USR_1055,Student,BK_502,Zero to One,Business & Economics,Science & Tech Annex,2025-04-16,2025-04-21,5,0,0,1,No Reservation,Apr 2025,2025
TXN_20250252,USR_1047,Faculty,BK_403,"Guns, Germs, and Steel",History & Biography,Main Campus Library,2025-04-16,2025-05-28,42,1,0,3,No Reservation,Apr 2025,2025
TXN_20250253,USR_1074,Student,BK_401,Sapiens: A Brief History of Humankind,History & Biography,Management Library,2025-04-16,2025-05-03,17,0,0,1,Reserved,Apr 2025,2025
TXN_20250254,USR_1066,Faculty,BK_405,Churchill: A Life,History & Biography,Main Campus Library,2025-04-16,2025-05-17,31,0,2,1,No Reservation,Apr 2025,2025
TXN_20250255,USR_1036,Student,BK_604,Microelectronic Circuits,Science & Engineering,Engineering Branch,2025-04-17,2025-05-02,15,1,3,2,No Reservation,Apr 2025,2025
TXN_20250256,USR_1043,Faculty,BK_103,Clean Code: A Handbook of Agile Software,Computer Science & AI,Science & Tech Annex,2025-04-17,2025-05-13,26,0,0,3,No Reservation,Apr 2025,2025
TXN_20250257,USR_1030,Student,BK_102,Designing Data-Intensive Applications,Computer Science & AI,Main Campus Library,2025-04-17,2025-05-02,15,0,0,1,No Reservation,Apr 2025,2025
TXN_20250258,USR_1057,Student,BK_201,Python for Data Analysis,Data Science & Statistics,Engineering Branch,2025-04-17,2025-04-27,10,0,0,3,No Reservation,Apr 2025,2025
TXN_20250259,USR_1063,Staff,BK_403,"Guns, Germs, and Steel",History & Biography,Engineering Branch,2025-04-17,2025-05-06,19,0,0,1,No Reservation,Apr 2025,2025
TXN_20250260,USR_1043,Faculty,BK_204,Storytelling with Data,Data Science & Statistics,Engineering Branch,2025-04-18,2025-05-26,38,0,0,2,No Reservation,Apr 2025,2025
TXN_20250261,USR_1086,Student,BK_404,The Silk Roads: A New History of the World,History & Biography,Engineering Branch,2025-04-18,2025-05-03,15,0,0,1,No Reservation,Apr 2025,2025
TXN_20250262,USR_1063,Staff,BK_203,Hands-On Machine Learning,Data Science & Statistics,Management Library,2025-04-18,2025-05-12,24,0,0,1,Reserved,Apr 2025,2025
TXN_20250263,USR_1069,Student,BK_305,Dune,Fiction & Literature,Science & Tech Annex,2025-04-19,2025-05-01,12,0,0,1,No Reservation,Apr 2025,2025
TXN_20250264,USR_1031,Research Scholar,BK_302,1984,Fiction & Literature,Main Campus Library,2025-04-19,2025-05-19,30,0,0,4,Reserved,Apr 2025,2025
TXN_20250265,USR_1063,Staff,BK_203,Hands-On Machine Learning,Data Science & Statistics,Science & Tech Annex,2025-04-19,2025-05-11,22,0,0,3,Reserved,Apr 2025,2025
TXN_20250266,USR_1029,Faculty,BK_105,Introduction to Algorithms (CLRS),Computer Science & AI,Engineering Branch,2025-04-19,2025-05-29,40,0,0,2,No Reservation,Apr 2025,2025
TXN_20250267,USR_1090,Research Scholar,BK_203,Hands-On Machine Learning,Data Science & Statistics,Main Campus Library,2025-04-20,2025-05-18,28,0,0,2,No Reservation,Apr 2025,2025
TXN_20250268,USR_1031,Research Scholar,BK_403,"Guns, Germs, and Steel",History & Biography,Science & Tech Annex,2025-04-20,2025-05-11,21,0,0,4,No Reservation,Apr 2025,2025
TXN_20250269,USR_1065,Student,BK_205,Pattern Recognition and Machine Learning,Data Science & Statistics,Main Campus Library,2025-04-20,2025-04-30,10,0,1,8,No Reservation,Apr 2025,2025
TXN_20250270,USR_1001,Student,BK_106,Operating System Concepts,Computer Science & AI,Main Campus Library,2025-04-20,2025-05-07,17,1,1,2,No Reservation,Apr 2025,2025
TXN_20250271,USR_1024,Student,BK_201,Python for Data Analysis,Data Science & Statistics,Science & Tech Annex,2025-04-21,2025-05-06,15,0,0,1,No Reservation,Apr 2025,2025
TXN_20250272,USR_1003,Student,BK_604,Microelectronic Circuits,Science & Engineering,Science & Tech Annex,2025-04-21,2025-04-28,7,0,0,0,Reserved,Apr 2025,2025
TXN_20250273,USR_1030,Student,BK_405,Churchill: A Life,History & Biography,Science & Tech Annex,2025-04-21,2025-05-12,21,0,0,3,Reserved,Apr 2025,2025
TXN_20250274,USR_1028,Student,BK_305,Dune,Fiction & Literature,Science & Tech Annex,2025-04-21,2025-05-05,14,0,0,4,No Reservation,Apr 2025,2025
TXN_20250275,USR_1009,Faculty,BK_105,Introduction to Algorithms (CLRS),Computer Science & AI,Management Library,2025-04-21,2025-05-26,35,0,0,4,No Reservation,Apr 2025,2025
TXN_20250276,USR_1043,Faculty,BK_302,1984,Fiction & Literature,Main Campus Library,2025-04-21,2025-06-03,43,0,0,2,No Reservation,Apr 2025,2025
TXN_20250277,USR_1024,Student,BK_105,Introduction to Algorithms (CLRS),Computer Science & AI,Main Campus Library,2025-04-21,2025-05-01,10,0,2,2,No Reservation,Apr 2025,2025
TXN_20250278,USR_1081,Faculty,BK_102,Designing Data-Intensive Applications,Computer Science & AI,Engineering Branch,2025-04-22,2025-05-17,25,0,0,2,No Reservation,Apr 2025,2025
TXN_20250279,USR_1077,Faculty,BK_106,Operating System Concepts,Computer Science & AI,Main Campus Library,2025-04-22,2025-06-01,40,1,1,3,No Reservation,Apr 2025,2025
TXN_20250280,USR_1076,Student,BK_302,1984,Fiction & Literature,Engineering Branch,2025-04-22,2025-05-04,12,0,0,3,No Reservation,Apr 2025,2025
TXN_20250281,USR_1043,Faculty,BK_302,1984,Fiction & Literature,Main Campus Library,2025-04-23,2025-05-24,31,0,0,0,Reserved,Apr 2025,2025
TXN_20250282,USR_1081,Faculty,BK_302,1984,Fiction & Literature,Engineering Branch,2025-04-23,2025-05-09,16,0,1,2,No Reservation,Apr 2025,2025
TXN_20250283,USR_1028,Student,BK_302,1984,Fiction & Literature,Science & Tech Annex,2025-04-23,2025-05-08,15,0,0,1,No Reservation,Apr 2025,2025
TXN_20250284,USR_1030,Student,BK_504,"Thinking, Fast and Slow",Business & Economics,Main Campus Library,2025-04-24,2025-05-05,11,0,1,3,No Reservation,Apr 2025,2025
TXN_20250285,USR_1031,Research Scholar,BK_204,Storytelling with Data,Data Science & Statistics,Main Campus Library,2025-04-25,2025-05-18,23,0,0,1,No Reservation,Apr 2025,2025
TXN_20250286,USR_1080,Student,BK_402,Steve Jobs,History & Biography,Main Campus Library,2025-04-25,2025-05-06,11,0,0,1,No Reservation,Apr 2025,2025
TXN_20250287,USR_1030,Student,BK_305,Dune,Fiction & Literature,Management Library,2025-04-25,2025-05-07,12,0,2,0,Reserved,Apr 2025,2025
TXN_20250288,USR_1043,Faculty,BK_204,Storytelling with Data,Data Science & Statistics,Engineering Branch,2025-04-25,2025-05-16,21,0,0,8,No Reservation,Apr 2025,2025
TXN_20250289,USR_1047,Faculty,BK_203,Hands-On Machine Learning,Data Science & Statistics,Science & Tech Annex,2025-04-25,2025-05-26,31,0,0,1,No Reservation,Apr 2025,2025
TXN_20250290,USR_1043,Faculty,BK_303,The Great Gatsby,Fiction & Literature,Management Library,2025-04-25,2025-05-19,24,0,0,4,No Reservation,Apr 2025,2025
TXN_20250291,USR_1063,Staff,BK_202,Practical Statistics for Data Scientists,Data Science & Statistics,Science & Tech Annex,2025-04-25,2025-05-04,9,0,0,4,No Reservation,Apr 2025,2025
TXN_20250292,USR_1035,Staff,BK_301,To Kill a Mockingbird,Fiction & Literature,Main Campus Library,2025-04-26,2025-05-08,12,0,1,0,Reserved,Apr 2025,2025
TXN_20250293,USR_1057,Student,BK_101,Deep Learning with Python,Computer Science & AI,Science & Tech Annex,2025-04-26,2025-05-15,19,0,0,1,No Reservation,Apr 2025,2025
TXN_20250294,USR_1065,Student,BK_104,Artificial Intelligence: A Modern Approach,Computer Science & AI,Main Campus Library,2025-04-26,2025-05-16,20,0,0,4,Reserved,Apr 2025,2025
TXN_20250295,USR_1086,Student,BK_503,Atomic Habits,Business & Economics,Main Campus Library,2025-04-26,2025-05-08,12,0,0,1,No Reservation,Apr 2025,2025
TXN_20250296,USR_1029,Faculty,BK_201,Python for Data Analysis,Data Science & Statistics,Management Library,2025-04-26,2025-05-15,19,1,0,0,Reserved,Apr 2025,2025
TXN_20250297,USR_1012,Student,BK_504,"Thinking, Fast and Slow",Business & Economics,Main Campus Library,2025-04-27,2025-05-04,7,0,2,1,No Reservation,Apr 2025,2025
TXN_20250298,USR_1095,Student,BK_204,Storytelling with Data,Data Science & Statistics,Main Campus Library,2025-04-27,2025-05-14,17,0,0,1,No Reservation,Apr 2025,2025
TXN_20250299,USR_1043,Faculty,BK_404,The Silk Roads: A New History of the World,History & Biography,Management Library,2025-04-27,2025-06-10,44,0,1,0,Reserved,Apr 2025,2025
TXN_20250300,USR_1089,Student,BK_603,Calculus: Early Transcendentals,Science & Engineering,Engineering Branch,2025-04-27,2025-05-02,5,0,0,2,No Reservation,Apr 2025,2025
TXN_20250301,USR_1086,Student,BK_602,Linear Algebra and Its Applications,Science & Engineering,Engineering Branch,2025-04-27,2025-05-14,17,0,0,8,No Reservation,Apr 2025,2025
TXN_20250302,USR_1038,Research Scholar,BK_502,Zero to One,Business & Economics,Science & Tech Annex,2025-04-27,2025-05-14,17,0,0,1,No Reservation,Apr 2025,2025
TXN_20250303,USR_1036,Student,BK_405,Churchill: A Life,History & Biography,Engineering Branch,2025-04-28,2025-05-09,11,0,0,3,No Reservation,Apr 2025,2025
TXN_20250304,USR_1039,Student,BK_305,Dune,Fiction & Literature,Management Library,2025-04-28,2025-05-09,11,0,3,2,No Reservation,Apr 2025,2025
TXN_20250305,USR_1043,Faculty,BK_101,Deep Learning with Python,Computer Science & AI,Engineering Branch,2025-04-28,2025-06-08,41,1,0,2,No Reservation,Apr 2025,2025
TXN_20250306,USR_1058,Student,BK_104,Artificial Intelligence: A Modern Approach,Computer Science & AI,Engineering Branch,2025-04-28,2025-05-08,10,0,0,3,No Reservation,Apr 2025,2025
TXN_20250307,USR_1030,Student,BK_205,Pattern Recognition and Machine Learning,Data Science & Statistics,Engineering Branch,2025-04-28,2025-05-18,20,0,1,2,No Reservation,Apr 2025,2025
TXN_20250308,USR_1093,Faculty,BK_301,To Kill a Mockingbird,Fiction & Literature,Main Campus Library,2025-04-28,2025-05-18,20,0,1,2,No Reservation,Apr 2025,2025
TXN_20250309,USR_1008,Research Scholar,BK_306,The Catcher in the Rye,Fiction & Literature,Management Library,2025-04-28,2025-05-18,20,0,0,4,No Reservation,Apr 2025,2025
TXN_20250310,USR_1014,Faculty,BK_304,Pride and Prejudice,Fiction & Literature,Engineering Branch,2025-04-28,2025-05-16,18,0,0,4,No Reservation,Apr 2025,2025
